﻿Item Code;註記 (Notes);(箱)長 (Length Carton) cm;(箱)寬 (Width) cm;(箱)高 (Heigth) cm;(箱)重量 (Weigth);箱入數 (Number of Cartons);板入數 (Number of Pallets);庫存量 (Inventory Quantity);庫存單位 (Inventory Unit);庫存換算(箱) (Inventory Conversion (Carton));目前庫存 (Current Inventory) (PCS);Notes;Notes_EN
12123133001;蕾妮亞極吸好眠護邊特長35;41;31;39;3,852;24.0;32;102;PCS;4,3;298.0;;Renea's extremely good sleep and edge protection specialty 35
12123134001;Elis愛麗思 超防護極安心夜用超薄35cm;35;30;25;2,6;18.0;63;14;PCS;0,8;49.0;;Elis ultra-protective and safe night use ultra-thin 35cm
12123135001;靠得住暖心香氛青檸夜薄28;;;;;24.0;30;330,6666667;PCS;13,8;618.0;;Reliable heart-warming fragrance lime night thin 28
12123137001;靠得住香氛衛生棉浪漫粉櫻28cm;;;;;24.0;#REF!;292;PCS;12,2;70.0;;Reliable fragrance sanitary napkin romantic pink cherry 28cm
12123139001;靠得住完美封漏後漏終結網層41 後漏終結網層41;;;;;24.0;#REF!;48;PCS;2;0.0;;Reliable and perfect sealing of leakage, rear leakage termination mesh layer 41, rear leakage termination mesh layer 41
12123140001;Her護妳抑菌衛生棉(涼感)夜用型33cm;26;19;23;1,178;12.0;168;112;PCS;9,4;15.0;;Her Protects You Antibacterial Sanitary Napkin (Cool Feel) Night Use 33cm
12123143001;靠得住茶樹舒涼棉35cm;;;;;24.0;24;691;PCS;28,8;30.0;;Reliable tea tree soothing cotton 35cm
12123144001;蘇菲超熟睡草本抑菌棉柔35cm;60;50;30;8,62;48.0;24;164;PCS;3,5;50.0;;Sophie Super Sleeping Herbal Antibacterial Cotton Soft 35cm
12123145001;蘇菲極淨肌極薄0.1夜28cm;45;20;35;3,51;24.0;60;;PCS;;4.0;;Sophie Ultra Purifying Skin Ultra Thin 0.1 Night 28cm
12123147001;蕾妮亞極吸好眠晚安褲M-L;43;36;26;2,56;24.0;36;50,66666667;PCS;2,2;80.0;;Renea's best sleeping good night pants M-L
12123150001;靠得住無憂特薄夜用-熊熊;;;;;;;19;PCS;;;;Reliable and worry-free, extra thin for night use-Xiong Xiong
12123151001;蕾妮亞極吸好眠晚安褲S-M 晚安褲S-M;43;36;26;2,56;24.0;36;48;PCS;2;37.0;;Renea's best night's sleep pants S-M Good night's pants S-M
12123156001;蕾妮亞極吸好眠晚安褲(M-L);46;36;39;4,36;24.0;24;34;PCS;1,5;0.0;;Renea's best night pants for a good night's sleep (M-L)
12123158001;Mdmmd.新涼感抑菌衛生棉超涼感夜用型33;53;44;37;4,58;12.0;105;;PCS;;24.0;;Mdmmd. New cooling feeling antibacterial sanitary napkin super cooling feeling night use type 33
12123159001;Mdmmd.新涼感抑菌衛生棉超涼感夜用加長41;53;44;37;4,58;12.0;105;;PCS;;24.0;;Mdmmd. New cooling feeling antibacterial sanitary napkin super cooling feeling night use extended 41
12123897001;康乃馨御守棉夜用極長40cm7片;59;31;26;4,16;24.0;36;550;PCS;23;7.0;;Carnation Yushou Cotton Night Use Extra Long 40cm 7 pieces
12123898001;康乃馨御守棉夜用超長36.5cm9;59;37;26;4,9;24.0;30;288;PCS;12;119.0;;Carnation Yushou cotton night use extra long 36.5cm9
12123900001;蘇菲極淨肌超薄潔翼夜用28cm;39;31;24;2,77;24.0;70;107;PCS;4,5;0.0;;Sophie Ultra-Thin Cleansing Wing Night Use 28cm
12123901001;靠得住完美封漏細緻綿柔夜用41;;;;;24.0;18;574;PCS;24;60.0;;Reliable, perfect sealing, delicate and soft for night use 41
12123902001;靠得住完美封漏細緻綿柔夜用35;;;;;24.0;21;336;PCS;14;544.0;;Reliable, perfect sealing, delicate and soft for night use 35
12123903001;靠得住完美封漏乾爽瞬吸夜用41;;;;;24.0;14;220;PCS;9,2;498.0;;Reliable, perfect leak seal, dry and instant suction, night use 41
12123904001;靠得住完美封漏乾爽瞬吸夜35;;;;;24.0;16;100;PCS;4,2;828.0;;Reliable, perfect leak seal, dry and instant breath 35
12124001001;靠得住產褥墊;;;;;24.0;12;527;PCS;22;25.0;;Reliable maternity pad
12124002001;康乃馨產墊;57;48;58;11,36;24.0;8;232;PCS;9,7;0.0;;carnation maternity pad
12125001001;蘇菲導管式棉條一般型 10入;22;18;16;1,01;12.0;300;70;PCS;5,9;57.0;;Sophie catheter type tampons general type 10 pieces
12125002001;靠得住導管式衛生棉條一般型;;;;;16.0;#REF!;25;PCS;1,6;36.0;;Reliable catheter-based tampons for general use
12125003001;靠得住導管式衛生棉條量多型;;;;;16.0;100;25;PCS;1,6;19.0;;Reliable catheter-based tampons in a wide range of sizes
12125004001;蘇菲導管式棉條量多型9入;25;19;16;1,19;12.0;250;44;PCS;3,7;389.0;;Sophie catheter-type tampons in multiple sizes, 9 pieces
12125005001;蘇菲導管式棉條一般型5入;42;31;17;2,4;24.0;70;158;PCS;6,6;45.0;;Sophie catheter type tampons general type 5 pieces
12125006001;蘇菲導管式棉條量多加強 25支;48;27;16;3,43;12.0;90;71;PCS;6;66.0;;SOPHIE catheter-type tampons with extra weight, 25 pcs
12125007001;OB棉條普通型量販包;18;12;23;1,32;12.0;385;124;PCS;10,4;6.0;;OB sliver ordinary type mass sales bag
12125009001;靠得住導管式衛生棉條量多加強;;;;;16.0;#REF!;25;PCS;1,6;25.0;;Reliable catheter-based tampons with increased volume
12125013001;蘇菲導管式衛生棉條量少型;26;26;16;3;24.0;128;62;PCS;2,6;225.0;;Sophie catheter type tampon low volume type
12125015001;OB衛生棉條迷你型16入 迷你型16入;30;9;6;0,44;12.0;1200;24;PCS;2;24.0;;OB tampons mini 16 pieces mini tampons 16 pieces
12125023001;魔晰衛生棉條一般型32入;25;10;12;0,666;6.0;672;14;PCS;2,4;10.0;;Magic tampons regular size 32 pieces
12125028001;魔晰衛生棉條量多型32入;28;11;12;0,818;6.0;532;17;PCS;2,9;9.0;;MoXi tampons in various sizes, 32 pieces
12125030001;蘇菲指入式棉條量多加強型 蘇菲指入棉條多;30;18;13;1,63;16.0;260;32;PCS;2;32.0;;Sophie's finger-entry tampons with extra tampons Sophie's finger-entry tampons with extra tampons
12130001001;康乃馨替換式紙尿片32片;50;25;48;7,28;6.0;24;321,6666667;PCS;53,7;30.0;;Carnation replacement diapers 32 pieces
12130002001;來復易輕薄安心活力褲中號18片;52;39;37;4,62;4.0;20;84;PCS;21;28.0;;Reflex Lightweight and Safe Active Pants Medium Size 18 pieces
12130003001;來復易看護墊;70;36;35;6;12.0;20;93;PCS;7,8;43.0;;Rifu easy care pad
12130004001;來復易整夜一片安心成人紙尿片;46;33;41;7,56;6.0;28;706,3333333;PCS;117,8;270.0;;Reflex Easy All Night Adult Diapers
12130005001;康乃馨健護平口褲M號 健護平口褲M;49;39;35;6,3;8.0;30;16;PCS;2;16.0;;Carnation Healthy Flat Pants Size M Healthy Flat Pants M
12130006001;安安床墊型看護墊-超大尺寸 安安床墊型;52;25;52;7,7;12.0;24;24;PCS;2;0.0;;Anan mattress type nursing pad-extra large size Anan mattress type
12130007001;來復易內褲型併用尿片;47;34;35;5,42;6.0;28;64,33333333;PCS;10,8;44.0;;Reflexi panty-type combined diapers
12130008001;來復易復健照護成人紙尿褲M;56;44;36;3,56;4.0;16;710;PCS;177,5;72.0;;Reflexi Rehabilitation Care Adult Diapers M
12130009001;大王Attento愛適多長時間元氣褲M;55;25;38;4,15;6.0;32;1;PCS;0,2;12.0;;King Attento Aishi long time vitality pants M
12130010001;來復易復健照護成人紙尿褲L;56;44;38;3,78;4.0;16;882;PCS;220,5;24.0;;Reflexi Rehabilitation Care Adult Diapers L
12130011001;安親乾爽抑菌看護墊XXL 安親看護墊XXL;45;31;53;10,1;12.0;21;24;PCS;2;11.0;;Anqin Dry Antibacterial Nursing Pad XXL Anqin Nursing Pad XXL
12130012001;安安看護墊XXL;59;44;33;10,2;12.0;20;249;PCS;20,8;0.0;;Anan nursing pad XXL
12130014001;來復易防漏安心紙尿褲 M;62;37;52;12,6;6.0;18;60;PCS;10;86.0;;Reflex leak-proof and safe diapers M
12130016001;安安立體抽換式尿片乾爽柔膚型;50;27;44;7,7;6.0;24;293;PCS;48,9;37.0;;An'an three-dimensional removable diapers are dry and soft-skin type
12130020001;來復易防漏安心復健褲S號22片;57;44;37;6,9;4.0;16;8;PCS;2;16.0;;Reflex Leakproof Rehabilitation Pants Size S 22 pieces
12130021001;安安復健褲輕薄型量販包S-M 安安復健褲S-M;55;34;35;5,4;4.0;25;1;PCS;0,3;;;An'an Rehabilitation Pants, Light and Slim Mass Sale Bag S-M An'an Rehabilitation Pants, S-M
12130025001;家樂福成人紙尿褲 XL;56;26;54;7,36;6.0;24;46;PCS;7,7;11.0;;Carrefour adult diapers XL
12130026001;來復易復健照護成人紙尿褲XL;52;45;38;5,59;4.0;16;591;PCS;147,8;17.0;;Reflexi Rehabilitation Care Adult Diapers XL
12130028001;家樂福成人紙尿褲 L;56;25;49;7,35;6.0;24;7;PCS;1,2;12.0;;Carrefour adult diapers L
12130029001;家樂福成人復健褲M;49;26;39;4,26;6.0;40;48;PCS;8;1.0;;Carrefour Adult Rehabilitation Pants M
12130030001;家樂福成人復健褲 L;49;26;42;4,27;6.0;40;130;PCS;21,7;42.0;;Carrefour Adult Rehabilitation Pants L
12130031001;來復易輕薄安心活力褲大號16片;48;37;39;4,42;4.0;24;136;PCS;34;11.0;;Reflex Lightweight and Safe Energetic Pants Large Size 16 pieces
12130032001;利清爽成人替換式尿片;;;;;6.0;24;147;PCS;24,5;1.0;;Refreshing adult replacement diapers
12130034001;家樂福看護墊L;41;39;31;5,05;6.0;30;90;PCS;15;0.0;;Carrefour nursing pad L
12130035001;來復易輕薄安心活力褲特大號14片;43;38;40;4,1;4.0;24;139;PCS;34,8;30.0;;Reflex Lightweight and Safe Active Pants Extra Large 14 pieces
12130038001;安親成人紙尿褲L(含漢方本草);58;31;46;11,35;6.0;18;272;PCS;45,4;7.0;;Anqin adult diaper L (contains Chinese herbal medicine)
12130039001;安親成人紙尿褲M(含漢方本草);55;34;55;11,45;6.0;18;267,3333333;PCS;44,6;0.0;;Anqin adult diaper M (contains Chinese herbal medicine)
12130041001;來復易復健褲長時間安心XL號;53;46;39;4,4;4.0;16;51;PCS;12,8;16.0;;Reflexi Rehabilitation Pants Long-term Safety XL
12130042001;來復易防漏安心紙尿褲 L;62;29;60;12,2;6.0;18;85;PCS;14,2;135.0;;Reflex leak-proof and safe diapers L
12130045001;來復易柔適安心紙尿片;61;32;44;9,7;6.0;15;618;PCS;103;76.0;;Riffle Easy and Comfortable Diapers
12130046001;安安成人紙尿褲-淨爽型M;56;30;52;13,26;6.0;21;66;PCS;11;23.0;;An'an adult diapers-clean type M
12130047001;安安成人紙尿褲淨爽型L-XL;61;32;45;13,7;6.0;18;134,6666667;PCS;22,5;4.0;;An'an adult diapers clean type L-XL
12130048001;來復易復健褲長時間安心M號;58;44;38;10;4.0;16;88,66666667;PCS;22,2;24.0;;Rifle Rehabilitation Pants for long-term safety, size M
12130049001;來復易復健褲長時間安心L號;56;46;39;4,2;4.0;16;117;PCS;29,3;47.0;;Reflexi Rehabilitation Pants Long-lasting Safe Size L
12130051001;安爽特級乾爽成人紙尿褲M-L30P;54;44;29;10,18;3.0;24;184,3333333;PCS;61,5;1.0;;Anshuang Extra Dry Adult Diapers M-L30P
12130052001;安爽特級乾爽成人紙尿褲L-XL24;59;38;31;8,6;3.0;25;203;PCS;67,7;0.0;;Anshuang Extra Dry Adult Diapers L-XL24
12130054001;大王Attento愛適多長時間元氣褲L;55;25;38;4;6.0;32;1;PCS;0,2;12.0;;King Attento Aishi long time vitality pants L
12130067001;安親輕薄活力褲量販包 S-M號;46;33;35;4,83;4.0;35;10;PCS;2,5;;;Anqin lightweight vitality pants retail bag size S-M
12130070001;安親貼身舒適活力褲S-M;53;32;18;4,06;4.0;63;7;PCS;1,8;2.0;;Anqin close-fitting, comfortable and energetic pants S-M
12130071001;安親貼身舒適活力褲L-XL;53;32;18;3,82;4.0;63;12;PCS;3;11.0;;Anqin close-fitting, comfortable and energetic pants L-XL
12130075001;來復易長時間舒適看護墊超大型;61;43;42;10;12.0;16;331,3333333;PCS;27,7;68.0;;Refuyi long-term comfortable nursing pad extra large
12130084001;來復易清爽俐落褲M;46;28;39;3,74;6.0;32;14;PCS;2,4;14.0;;Rifuyi refreshing slim pants M
12130085001;來復易呵護透氣黏貼紙尿褲 L;56;48;32;7,32;6.0;20;147,3333333;PCS;24,6;140.0;;Reflex Care Breathable Adhesive Diapers L
12130086001;來復易呵護透氣黏貼紙尿褲 M;61;45;29;7,618;6.0;24;272;PCS;45,4;35.0;;Reflex Care Breathable Adhesive Diapers M
12130088001;來復易呵護透氣黏貼紙尿褲XL;52;48;31;6,42;6.0;20;175;PCS;29,2;50.0;;Reflex Care Breathable Adhesive Diapers XL
12130089001;來復易清爽俐落褲L;46;28;39;3,54;6.0;32;27;PCS;4,5;11.0;;Rifuyi refreshing slim pants L
12130110001;康乃馨成人紙尿褲經濟M;61;33;50;10;6.0;18;108;PCS;18;27.0;;Carnation adult diapers economical M
12130111001;康乃馨替換式紙尿片經濟型30片;49;47;32;6,94;6.0;20;111;PCS;18,5;9.0;;Carnation replacement diapers economical 30 pieces
12130112001;康乃馨成人看護墊經濟型;60;44;42;12,6;12.0;16;179;PCS;15;36.0;;Carnation adult care pad economical
12130113001;康乃馨成人紙尿褲經濟L;61;30;60;10,11;6.0;18;142,6666667;PCS;23,8;2.0;;Carnation adult diaper economical L
12130999001;康乃馨健護平口褲L-XL 健護平口褲L-XL;50;39;38;6,3;8.0;30;16;PCS;2;0.0;;Carnation Healthy Flat Pants L-XL Healthy Flat Pants L-XL
12140001001;博士倫瑞霖保養液355ml*2;41;28;20;10,8;12.0;63;24;PCS;2;0.0;;Bausch & Lomb Relin maintenance solution 355ml*2
12140011001;博士倫舒視能保養液300ml*2;41;27;18;9,3;12.0;70;24;PCS;2;12.0;;Bausch & Lomb Shushin Energy Maintenance Solution 300ml*2
12140016001;愛爾康愛倍潤全效保養組 愛倍潤全效;43;20;21;3,6;6.0;80;8;PCS;1,4;12.0;;Alcon Alcon Complete Care Set Alcon Complete Care Set Alcon Complete
12140141001;博士倫瑞霖保養液120ml*2;30;21;16;4;12.0;150;24;PCS;2;24.0;;Bausch & Lomb Relin maintenance solution 120ml*2
12140142001;博士倫瑞霖保養液500ml*2;44;31;21;14,8;12.0;42;24;PCS;2;0.0;;Bausch & Lomb Relin maintenance solution 500ml*2
12140144001;美若康睛透多效保養液360ml 保養液360m;49;34;23;15,1;35.0;42;70;PCS;2;70.0;;Meiruokang multi-effect maintenance solution 360ml maintenance solution 360m
12140145001;美若康睛透多效保養液360ml x3;49;34;23;15,1;11.0;42;22;PCS;2;20.0;;Meiruokang multi-effect maintenance solution 360ml x3
12150001001;博寶兒護敏洗髮露 博寶兒洗髮露;34;22;24;7,56;12.0;91;24;PCS;2;23.0;;bobaoer sensitive shampoo bobaoer shampoo
12150003001;依必朗嬰兒洗髮精 依必朗嬰兒洗髮;35;21;24;8,39;12.0;105;24;PCS;2;23.0;;Ibilan baby shampoo Ibilan baby shampoo
12150004001;嬌生嬰兒活力亮澤洗髮露;29;22;23;7,24;12.0;102;;PCS;;26.0;;Baby Revitalizing and Shining Shampoo
12150005001;嬌生嬰兒柔亮洗髮露 柔亮;29;22;24;7,24;12.0;102;14;PCS;1,2;17.0;;Jiaosheng baby soft and bright shampoo soft and bright
12150006001;Nac Nac 草本呵護溫和洗髮精 Nac Nac 溫和洗;36;17;28;5,88;12.0;108;24;PCS;2;23.0;;Nac Nac Herbal Care Gentle Shampoo Nac Nac Gentle Wash
12150007001;嬌生嬰兒溫和洗髮露;29;22;24;7,8;12.0;102;87;PCS;7,3;6.0;;Baby Gentle Shampoo
12150008001;Nac Nac 牛奶燕麥洗髮乳;40;21;24;9,2;12.0;96;24;PCS;2;23.0;;Nac Nac Milk Oatmeal Shampoo
12150009001;花王兒童洗髮精;40;24;22;10,51;12.0;84;76;PCS;6,4;33.0;;Kao children's shampoo
12150016001;依必朗兒童抗菌洗髮乳;43;21;23;9,75;12.0;70;79;PCS;6,6;142.0;;Ibilan Children's Antibacterial Shampoo
12150027001;Suave兒童洗潤髮乳-涼爽 兒童洗潤髮乳;17;14;20;2,5;6.0;343;12;PCS;2;11.0;;Suave Children's Shampoo and Conditioner-Cool Children's Shampoo and Conditioner
12150039001;嬌生嬰兒活力清新洗髮露 活力清新;30;22;23;7,208;12.0;119;24;PCS;2;17.0;;Jiaosheng Baby Vitality Fresh Shampoo Vitality Freshness
12151001001;嬌生嬰兒皂;40;25;12;6,2;36.0;144;266;PCS;7,4;132.0;;Johnson baby soap
12151002001;博寶兒植萃洗髮沐浴露-佩佩豬 洗髮沐浴;30;27;24;9,536;12.0;84;24;PCS;2;21.0;;Bobaoer Plant Extract Shampoo and Shower Gel - Peppa Pig Shampoo and Shower
12151006001;依必朗嬰兒沐浴精 依必朗嬰兒沐浴;35;21;24;8,39;12.0;105;24;PCS;2;24.0;;Ibilan Baby Bath Essence Ibilan Baby Bath Essence
12151012001;Nac Nac 嬰兒皂 嬰兒皂;29;15;25;2,4;24.0;189;48;PCS;2;48.0;;Nac Nac baby soap baby soap
12151014001;Nac Nac 草本泡泡沐浴露 Nac Nac 草本泡;25;31;25;7;12.0;84;24;PCS;2;24.0;;Nac Nac Herbal Bubble Shower Gel Nac Nac Herbal Bubble
12151015001;依必朗兒童抗菌沐浴乳;43;22;23;12;12.0;96;69;PCS;5,8;170.0;;Ibilon children's antibacterial shower gel
12151016001;Nac Nac 牛奶燕麥沐浴乳 Nac Nac 牛奶燕;40;21;24;9,2;12.0;96;24;PCS;2;24.0;;Nac Nac Milk Oatmeal Shower Milk Nac Nac Milk Oatmeal
12151018001;Nac Nac牛奶燕麥嬰兒皂 牛奶燕麥嬰兒皂;18;17;3;0,538;6.0;3180;12;PCS;2;9.0;;Nac Nac Milk and Oatmeal Baby Soap Milk and Oatmeal Baby Soap
12151020001;嬌生嬰兒淡雅馨香潤膚皂;39;26;12;6,2;36.0;156;405;PCS;11,3;90.0;;Baby's Elegant Fragrance Moisturizing Soap
12151073001;博寶兒護敏沐浴露 博寶兒沐浴露;34;22;24;7,51;12.0;91;24;PCS;2;24.0;;Bobaoer Sensitive Shower Gel Bobaoer Shower Gel
12151088001;嬌生嬰兒牛奶純米沐浴乳 牛奶純米;45;27;27;14;12.0;54;17;PCS;1,5;24.0;;Johnson & Johnson baby milk junmai shower gel milk junmai
12151089001;嬌生嬰兒甜夢沐浴露 甜夢;45;27;27;14;12.0;54;12;PCS;1;23.0;;Baby Sweet Dreams Shower Gel Sweet Dreams
12151091001;嬌生嬰兒溫和沐浴露;45;27;27;14;12.0;54;76;PCS;6,4;31.0;;Baby Gentle Shower Gel
12151092001;嬌生嬰兒牛奶純米沐浴乳;35;24;25;10,5;12.0;78;29,33333333;PCS;2,5;24.0;;Johnson's Baby Milk Pure Rice Shower Milk
12151093001;嬌生嬰兒洗髮沐浴露;26;22;23;7,6;12.0;102;;PCS;;120.0;;Jiaosheng baby shampoo and shower gel
12151094001;嬌生嬰兒溫和沐浴露;34;24;26;10,5;12.0;78;20;PCS;1,7;32.0;;Baby Gentle Shower Gel
12151095001;嬌生嬰兒草本舒活沐浴露 草本舒活;35;24;26;10,6;12.0;78;24;PCS;2;14.0;;Johnson & Johnson Baby Herbal Soothing Shower Gel Herbal Soothing Shower Gel
12151096001;嬌生嬰兒甜夢沐浴露;35;24;25;10,5;12.0;78;15;PCS;1,3;19.0;;Baby Sweet Dreams Shower Gel
12151099001;博寶兒艾草萃取髮沐泡泡露-蘋果香波力 波力艾草髮沐露;31;22;23;7,4;12.0;112;24;PCS;2;24.0;;Bobao's Mugwort Extract Hair Shower and Bubble Gel - Apple Shampoo Bolie's Mugwort Extract Hair Shower
12151100001;博寶兒蓮花萃取髮沐泡泡露-莓果香波力 波力蓮花髮沐露;31;22;23;7,4;12.0;112;24;PCS;2;24.0;;Bobaoer Lotus Extract Hair Shower Bubble Gel - Berry Shampoo Power Lotus Hair Shower Gel
12151103001;艾惟諾嬰兒寶寶燕麥沐浴洗髮露 Baby wa;28;19;24;5,29;12.0;154;24;PCS;2;22.0;;Aveeno Baby Oatmeal Bath and Shampoo Baby wa
12151110001;嬌生嬰兒蜜桃水嫩沐浴露;24;18;26;5,37;6.0;162;12;PCS;2;4.0;;Baby Peach Juicy Shower Gel
12152004001;嬌生嬰兒潤膚油 (清爽配方) 嬌生嬰兒潤膚油;32;28;20;7,12;24.0;60;48;PCS;2;31.0;;Johnson's Baby Oil (Refreshing Formula) Johnson's Baby Oil
12152005001;嬌生嬰兒潤膚油 (滋養配方) 滋養配方嬰兒油;26;18;15;3,154;24.0;192;48;PCS;2;45.0;;Johnson's Baby Oil (Nourishing Formula) Nourishing Formula Baby Oil
12152058001;Nac Nac草本呵護護膚乳液 草本呵護護膚乳;29;16;25;1,788;6.0;175;12;PCS;2;12.0;;Nac Nac Herbal Care Lotion Herbal Care Lotion
12152061001;嬌生嬰兒牛奶純米潤膚乳;29;23;22;7,12;12.0;102;26;PCS;2,2;31.0;;Johnson & Johnson Baby Milk Pure Rice Moisturizer
12152062001;嬌生嬰兒甜夢潤膚乳;28;23;22;7,08;12.0;102;21;PCS;1,8;117.0;;Johnson's Baby Sweet Dreams Body Lotion
12152064001;家福進口嬰兒油橄欖擦劑- 溫和配方 1L 家福進口Baby 水;27;24;25;6,32;6.0;112;12;PCS;2;7.0;;Jiafu imported baby olive liniment - mild formula 1L Jiafu imported Baby water
12152065001;家福進口嬰兒油橄欖擦劑- 溫和配方 400ml 家福進口Baby 水;36;22;18;5,25;12.0;126;24;PCS;2;21.0;;Jiafu Imported Baby Olive Liniment - Mild Formula 400ml Jiafu Imported Baby Water
12152067001;家福Baby 溫和潤膚乳 家福Baby 溫和潤;28;18;26;6,61;8.0;100;16;PCS;2;0.0;;Jiafu Baby Gentle Moisturizer Jiafu Baby Gentle Moisturizer
12152068001;家福Baby 溫和潤膚乳 250ml 家福Baby 溫和潤;17;14;19;2,33;8.0;270;16;PCS;2;14.0;;Jiafu Baby Gentle Moisturizer 250ml Jiafu Baby Gentle Moisturizer
12152071001;艾惟諾嬰兒燕麥保濕乳 嬰兒乳液;31;16;26;3,35;12.0;144;24;PCS;2;0.0;;Aveeno Baby Oatmeal Moisturizing Milk Baby Lotion
12153015001;嬌生嬰兒爽身粉;33;19;21;5,65;12.0;144;83;PCS;7;10.0;;Johnson's Baby Powder
12153016001;嬌生嬰兒三重保護配方爽身粉 三重配方;33;19;21;5,65;12.0;144;24;PCS;2;15.0;;Johnson's Baby Triple Protection Formula Talcum Powder Triple Formula
12200001001;家樂福超值平版式花紋衛生紙;;;;;36.0;12;14436;PCS;401;960.0;;Carrefour value flat pattern toilet paper
12200002001;五月花平版衛生紙300張;;;;;48.0;6;13597;PCS;283,3;1020.0;;Mayflower flat toilet paper 300 sheets
12200003001;百吉牌平版衛生紙;;;;;36.0;12;1230;PCS;34,2;0.0;;Bagel flat toilet paper
12200006001;舒潔平版式衛生紙;;;;;48.0;8;27742;PCS;578;858.0;;Kleenex flat layout toilet paper
12200008001;春風平版衛生紙;;;;;36.0;8;10494;PCS;291,5;2604.0;;spring breeze flat toilet paper
12200016001;得意平版式花紋衛生紙300張;;;;;48.0;6;15482;PCS;322,6;3750.0;;Deyi flat pattern toilet paper 300 sheets
12200017001;情人平版衛生紙;;;;;36.0;12;969;PCS;27;1026.0;;Lover Flat Toilet Paper
12201001001;得意連續抽取式花紋衛生紙;;;;;72.0;16;22664;PCS;314,8;2808.0;;Deyi continuous removable pattern toilet paper
12201003001;雪柔抽取衛生紙;;;;;72.0;12;2492;PCS;34,7;1188.0;;Xuerou takes out toilet paper
12201005001;可麗舒抽取衛生紙;;;;;72.0;27;4620;PCS;64,2;5172.0;;Klisu toilet paper extraction
12201006001;舒適抽取式衛生紙;;;;;72.0;16;840;PCS;11,7;192.0;;Comfortable removable toilet paper
12201008001;春風黃阿瑪卡通版抽取式衛生紙;;;;;60.0;15;1538;PCS;25,7;900.0;;Spring breeze yellow Ama cartoon version removable toilet paper
12201012001;五月花極柔頂級抽取衛生紙;;;;;;;1572;PCS;;;;Mayflower Ultra Soft Premium Extract Toilet Paper
12201013001;五月花厚棒抽取式衛生紙;;;;;60.0;16;18360;PCS;306;1960.0;;Mayflower thick stick removable toilet paper
12201016001;百吉抽取衛生紙;;;;;72.0;6;720;PCS;10;24.0;;Bagels extract toilet paper
12201020001;春風山茶花精華抽取式衛生紙;;;;;72.0;8;1432;PCS;19,9;1440.0;;Spring Breeze Camellia Essence Removable Toilet Paper
12201022001;舒潔濕式衛生紙;;;;;36.0;81;2174;PCS;60,4;50.0;;Kleenex wet toilet paper
12201024001;家樂福超值連續抽取式花紋衛生紙輕巧包;;;;;120.0;9;19773,33333;PCS;164,8;3780.0;;Carrefour Value Continuous Removable Patterned Toilet Paper Lightweight Pack
12201025001;春風抽取衛生紙;;;;;72.0;8;21300;PCS;295,9;5484.0;;Spring breeze extracts toilet paper
12201026001;五月花新柔韌抽取式衛生紙;;;;;72.0;12;3828;PCS;53,2;864.0;;Mayflower new flexible removable toilet paper
12201030001;舒潔萬用輕巧包衛生紙;;;;;120.0;8;20560;PCS;171,4;2220.0;;Kleenex All Purpose Lightweight Pack Toilet Paper
12201031001;得意優質抽取式衛生紙;;;;;72.0;12;50472;PCS;701;2238.0;;Deyi high quality removable toilet paper
12201034001;Hello Kitty三層抽取式衛生紙;;;;;60.0;24;1053,333333;PCS;17,6;260.0;;Hello Kitty three-layer removable toilet paper
12201035001;五月花聰明萬用紙巾;;;;;60.0;15;13700;PCS;228,4;1580.0;;Mayflower smart all-purpose paper towels
12201037001;五月花蓬厚柔三層抽取衛生紙;;;;;72.0;12;17064;PCS;237;3066.0;;Mayflower thick and soft three-layer removable toilet paper
12201038001;五月花舒敏厚棒抽取式衛生紙86抽*10;;;;;60.0;#REF!;4820;PCS;80,4;1080.0;;Mayflower Shumin thick stick removable toilet paper 86*10
12201041001;倍潔雅抽取衛生紙;59;50;38;8,4;72.0;#REF!;1;PCS;0,1;126.0;;Pegasus extracts toilet paper
12201042001;可麗舒除臭抽取衛生紙;;;;;72.0;8;10428;PCS;144,9;284.0;;Klisu Deodorizing Extract Toilet Paper
12201043001;春風抽取衛生紙;;;;;70.0;27;26220;PCS;374,6;3048.0;;Spring breeze extracts toilet paper
12201046001;柔情抽取式衛生紙;;;;;84.0;16;6332;PCS;75,4;2652.0;;Tender removable toilet paper
12201048001;柔情抽取式衛生紙24入;;;;;72.0;16;1408;PCS;19,6;2280.0;;Tender removable toilet paper 24 packs
12201049001;五月花清膚柔潤抽取衛生紙;;;;;72.0;16;7512;PCS;104,4;2016.0;;Mayflower Clear Skin Softening Extract Toilet Paper
12201051001;春風經濟包抽取衛生紙;;;;;100.0;18;7633,333333;PCS;76,4;1330.0;;Spring Breeze Economy Pack Drawing Toilet Paper
12201053001;舒潔濕式衛生紙外出包;;;;;18.0;70;320;PCS;17,8;149.0;;Kleenex wet toilet paper to-go bag
12201059001;舒潔棉柔舒適抽取衛生紙;;;;;96.0;8;66816;PCS;696;6552.0;;Kleenex cotton soft and comfortable toilet paper
12201061001;淨世代環保抽取衛生紙;;;;;72.0;12;1336;PCS;18,6;324.0;;Net generation environmentally friendly toilet paper
12201064001;倍潔雅柔拭萬用紙巾;77;40;28;6,8;80.0;18;4440;PCS;55,5;40.0;;PEGA soft wipe all-purpose paper towels
12201065001;蒲公英環保抽取衛生紙;;;;;72.0;12;28308;PCS;393,2;2304.0;;Dandelion eco-friendly toilet paper
